key,data,custom_rotated,bounding_box_custom,n_generated,bounding_box_generated,n_data,val_perc,val_cust_only,train_model,train_epochs,train_pretrained_weights,train_multiscale_training,train_iou_thres,train_conf_thres,train_nms_thres,seed,training_time,ev_time,k_cross_val,n_not_annotated,sens,over_detecion_rate,no_hit_point_rate,ev_conf_thres,ev_nms_thres,accepted_dist
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/7s,1,53,0.7126137841352406,0.01950585175552666,0.37583148558758317,0.01,0.0,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/10s,1,53,0.7109181141439206,0.018610421836228287,0.34811529933481156,0.01,0.01,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/8s,1,53,0.7100238663484487,0.017899761336515514,0.3237250554323725,0.01,0.02,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/8s,1,53,0.7024221453287197,0.01845444059976932,0.3070953436807095,0.01,0.03,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/8s,1,53,0.6997742663656885,0.01805869074492099,0.29490022172949004,0.01,0.04,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/7s,1,53,0.6898454746136865,0.017660044150110375,0.2893569844789357,0.01,0.05,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/7s,1,53,0.6866158868335147,0.018498367791077257,0.28159645232815966,0.01,0.06,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/7s,1,53,0.6793650793650794,0.01904761904761905,0.2682926829268293,0.01,0.07,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/8s,1,53,0.6770508826583593,0.018691588785046728,0.2572062084257206,0.01,0.08,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/7s,1,53,0.6717325227963525,0.019250253292806486,0.24390243902439024,0.01,0.09,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/8s,1,53,0.6650148662041625,0.018830525272547076,0.23503325942350334,0.01,0.1,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/7s,1,53,0.6585603112840467,0.01848249027237354,0.22838137472283815,0.01,0.11,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/9s,1,53,0.6510962821734986,0.01811248808388942,0.22172949002217296,0.01,0.12,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/8s,1,53,0.6450417052826691,0.017608897126969416,0.2073170731707317,0.01,0.13,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/8s,1,53,0.6386861313868614,0.01824817518248175,0.2017738359201774,0.01,0.14,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/8s,1,53,0.6337522441651705,0.017953321364452424,0.1951219512195122,0.01,0.15,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/8s,1,53,0.6289752650176679,0.0176678445229682,0.188470066518847,0.01,0.16,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/8s,1,53,0.6200345423143351,0.017271157167530225,0.18181818181818182,0.01,0.17,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/8s,1,53,0.6105971404541631,0.01682085786375105,0.17405764966740578,0.01,0.18,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/8s,1,53,0.6056338028169014,0.016570008285004142,0.1696230598669623,0.01,0.19,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/8s,1,53,0.5962632006498781,0.016246953696181964,0.1662971175166297,0.01,0.2,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/8s,1,53,0.5885167464114832,0.01594896331738437,0.1629711751662971,0.01,0.21,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/8s,1,53,0.5822884012539185,0.01567398119122257,0.1574279379157428,0.01,0.22,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/8s,1,53,0.5754060324825986,0.015467904098994586,0.15631929046563192,0.01,0.23,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/8s,1,53,0.5699088145896657,0.015197568389057751,0.15188470066518847,0.01,0.24,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/9s,1,53,0.5622669649515287,0.014914243102162566,0.14745011086474502,0.01,0.25,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/8s,1,53,0.5580029368575624,0.014684287812041116,0.14412416851441243,0.01,0.26,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/8s,1,53,0.5504322766570605,0.01440922190201729,0.1419068736141907,0.01,0.27,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/8s,1,53,0.5466101694915254,0.014124293785310734,0.13636363636363635,0.01,0.28,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/8s,1,53,0.5402219140083218,0.013869625520110958,0.13082039911308205,0.01,0.29,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/8s,1,53,0.5354706684856753,0.01432469304229195,0.12971175166297116,0.01,0.3,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/8s,1,53,0.5319006044325051,0.014103425117528543,0.12749445676274945,0.01,0.31,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/9s,1,53,0.531188443860801,0.014445173998686802,0.12195121951219512,0.01,0.32,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/9s,1,53,0.5301282051282051,0.014743589743589743,0.12084257206208426,0.01,0.33,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/8s,1,53,0.533292231812577,0.015413070283600493,0.1197339246119734,0.01,0.34,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/8s,1,53,0.5363095238095238,0.01488095238095238,0.11862527716186252,0.01,0.35000000000000003,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/9s,1,53,0.5416427340608846,0.014933946008041356,0.11419068736141907,0.01,0.36,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/10s,1,53,0.5474209650582362,0.017193566278424846,0.10753880266075388,0.01,0.37,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/10s,1,53,0.5487540628385699,0.016793066088840736,0.10643015521064302,0.01,0.38,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/10s,1,53,0.5536753040719197,0.016922263352723427,0.10421286031042129,0.01,0.39,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/10s,1,53,0.5580795043882292,0.017036654620547237,0.10421286031042129,0.01,0.4,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/10s,1,53,0.561491935483871,0.017137096774193547,0.10421286031042129,0.01,0.41000000000000003,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/9s,1,53,0.5653675382338431,0.017760236803157376,0.10310421286031042,0.01,0.42,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/9s,1,53,0.5672003881610869,0.017467248908296942,0.10199556541019955,0.01,0.43,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/9s,1,53,0.5694444444444444,0.017241379310344827,0.09866962305986696,0.01,0.44,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/10s,1,53,0.5707502374169041,0.017094017094017096,0.0975609756097561,0.01,0.45,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/9s,1,53,0.5725692813527478,0.016909347111319868,0.09645232815964523,0.01,0.46,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/8s,1,53,0.574744661095636,0.017177344475394613,0.0942350332594235,0.01,0.47000000000000003,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/9s,1,53,0.5762167125803489,0.016988062442607896,0.0942350332594235,0.01,0.48,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/9s,1,53,0.5777777777777777,0.016780045351473923,0.0942350332594235,0.01,0.49,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/9s,1,53,0.5790655884995508,0.016621743036837375,0.09312638580931264,0.01,0.5,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/8s,1,53,0.5819635717458908,0.016881386050644157,0.09090909090909091,0.01,0.51,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/9s,1,53,0.5830030823425804,0.01673271686481726,0.09090909090909091,0.01,0.52,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/9s,1,53,0.5852594853903184,0.016572176188399478,0.08980044345898004,0.01,0.53,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/9s,1,53,0.5874458874458874,0.01645021645021645,0.08980044345898004,0.01,0.54,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/9s,1,53,0.588740868070477,0.01675977653631285,0.08869179600886919,0.01,0.55,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/9s,1,53,0.5900727428326915,0.017115960633290545,0.08869179600886919,0.01,0.56,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/9s,1,53,0.589035274118147,0.016999575010624733,0.08869179600886919,0.01,0.5700000000000001,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/9s,1,53,0.5896027049873204,0.0169061707523246,0.08869179600886919,0.01,0.58,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/9s,1,53,0.5901845637583892,0.016778523489932886,0.08869179600886919,0.01,0.59,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/11s,1,53,0.7126137841352406,0.01950585175552666,0.37583148558758317,0.01,0.0,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/11s,1,53,0.7150259067357513,0.019430051813471502,0.3713968957871397,0.01,0.001,15
ev_nms_thres,config/custom_rot.data,True,0.06,,,1416,0.1,True,config/yolov3-tiny-custom.cfg,100,,True,0.5,0.1,0.5,42,0d/13h/15m/43s,0d/0h/0m/10s,1,53,0.712998712998713,0.019305019305019305,0.369179600886918,0.01,0.002,15
